代码,名称,最新价,涨跌幅,成交量,成交额,最高,最低,今开,昨收,总市值,流通市值,换手率,净利润同比增长率
605567,春雪食品,10.87,-1.18,28678.0,31310814.0,11.04,10.83,10.95,11.0,2174000000.0,2174000000.0,1.43,1320.44
002188,中天服务,6.41,-2.44,99135.0,63756029.6,6.59,6.37,6.57,6.57,2096735768.0,1649696875.0,3.85,642.28
300500,启迪设计,10.63,-0.93,24527.0,26022025.9,10.72,10.5,10.72,10.73,1849352857.0,1781566262.0,1.46,354.7
688329,艾隆科技,21.27,-4.49,43194.0,92077173.0,22.35,21.07,22.26,22.27,1642044000.0,1642044000.0,5.6,185.5256539009
300649,杭州园林,16.75,0.9,81145.0,137159403.23,17.28,16.48,16.68,16.6,2217978201.0,1777456635.0,7.65,142.43
301372,科净源,31.94,-0.34,21035.0,66876153.28,32.11,31.54,32.02,32.05,2190171474.0,1314984013.0,5.11,141.06
688565,力源科技,12.56,-1.26,30356.0,38147244.0,12.72,12.48,12.58,12.72,1880608800.0,1880608800.0,2.03,118.8801473289
300334,津膜科技,7.24,-0.55,43283.0,31328329.0,7.31,7.16,7.31,7.28,2186953177.0,2186695470.0,1.43,111.28
301037,保立佳,14.98,-0.07,10680.0,15976777.58,15.05,14.85,14.99,14.99,2082694656.0,1018606819.0,1.57,110.21
002524,光正眼科,4.06,-0.49,90800.0,36866636.0,4.08,4.03,4.07,4.08,2092246190.0,2074080735.0,1.78,100.83
688021,奥福科技,23.77,-0.75,13539.0,32232661.0,24.1,23.5,24.06,23.95,1816354053.0,1816354053.0,1.77,99.7554184743
300929,华骐环保,12.57,-0.32,19338.0,24260340.6,12.67,12.34,12.52,12.61,1660911257.0,1593214265.0,1.53,84.98
300013,新宁物流,3.75,-0.53,80352.0,30174082.5,3.79,3.72,3.75,3.77,2093845853.0,1672355824.0,1.8,84.09
603879,永悦科技,5.76,2.49,171790.0,97994959.0,5.82,5.54,5.61,5.62,2069823974.0,2069823974.0,4.78,66.9054687697
002719,麦趣尔,8.22,-0.72,38614.0,31748604.0,8.31,8.15,8.27,8.28,1431426337.0,1330498201.0,2.39,61.95
688096,京源环保,8.21,1.11,67629.0,54700256.0,8.26,7.9,8.1,8.12,1937926930.0,1937926930.0,2.87,61.05
002910,庄园牧场,10.61,-0.84,26403.0,28134793.0,10.9,10.6,10.71,10.7,2074672472.0,1814967290.0,1.54,59.08
688681,科汇股份,19.18,0.16,16866.0,32236201.0,19.23,18.9,19.0,19.15,2007570600.0,2007570600.0,1.61,53.71
000663,永安林业,6.34,-0.31,47419.0,29982622.0,6.37,6.29,6.33,6.36,2134576110.0,1941949583.0,1.55,49.45
600119,长江投资,6.04,-2.58,86936.0,52621119.0,6.26,5.96,6.18,6.2,2206233035.0,2206233035.0,2.38,47.854436936
600561,江西长运,6.7,-2.47,55302.0,37455629.0,6.89,6.67,6.86,6.87,1905994560.0,1905994560.0,1.94,45.32
300556,丝路视觉,17.9,0.28,25102.0,44651065.96,17.91,17.61,17.84,17.85,2176019103.0,1942266332.0,2.31,43.36
688004,博汇科技,22.48,0.36,14768.0,32800096.0,22.55,21.85,22.55,22.4,1800378240.0,1800378240.0,1.84,41.4321729026
301167,建研设计,16.73,-0.65,18807.0,31427295.6,16.87,16.53,16.75,16.84,1873760000.0,1187205486.0,2.65,39.36
300923,研奥股份,27.86,-0.39,9154.0,25443712.88,28.04,27.6,27.83,27.97,2189796000.0,2130412410.0,1.2,36.77
600455,博通股份,25.61,-0.85,13455.0,34364820.0,25.77,25.31,25.6,25.83,1599549380.0,1599549380.0,2.15,36.43
002856,美芝股份,11.9,-5.18,90704.0,109285800.5,12.39,11.83,12.35,12.55,1610222415.0,1474462872.0,7.32,26.79
600778,友好集团,6.31,-1.56,49645.0,31347694.0,6.4,6.29,6.37,6.41,1965510431.0,1963765905.0,1.6,26.33
300640,德艺文创,6.93,-2.53,91472.0,63659400.0,7.11,6.9,7.07,7.11,2155184449.0,1529791471.0,4.14,26.25
300295,三六五网,10.67,-0.56,65669.0,70443351.0,10.85,10.57,10.65,10.73,2023178328.0,1787501225.0,3.92,21.53
