代码,名称,最新价,涨跌幅,成交量,成交额,最高,最低,今开,昨收,总市值,流通市值,换手率,净利润同比增长率
605567,春雪食品,10.96,0.46,29232.0,31914774.0,10.98,10.8,10.82,10.91,2192000000.0,2192000000.0,1.46,1320.44
002188,中天服务,6.53,0.46,111803.0,72459287.0,6.55,6.3,6.5,6.5,2135988232.0,1680580436.0,4.34,642.28
300500,启迪设计,10.67,0.76,37013.0,39317054.0,10.73,10.46,10.55,10.59,1856311852.0,1788270180.0,2.21,354.7
300649,杭州园林,15.68,1.29,21020.0,32810683.0,15.73,15.45,15.49,15.48,2076292429.0,1663911644.0,1.98,142.43
688565,力源科技,12.79,0.39,24568.0,31179788.0,12.95,12.5,12.95,12.74,1915046700.0,1915046700.0,1.64,118.8801473289
300334,津膜科技,7.29,1.67,74947.0,54410656.0,7.31,7.11,7.17,7.17,2202056445.0,2201796958.0,2.48,111.28
301037,保立佳,15.06,0.33,14895.0,22317052.96,15.13,14.78,15.0,15.01,2093817191.0,1024046642.0,2.19,110.21
002524,光正眼科,4.09,1.24,116584.0,47310795.81,4.09,4.02,4.04,4.04,2107706138.0,2089406455.0,2.28,100.83
688021,奥福科技,24.4,0.37,16232.0,39562006.0,24.6,24.06,24.22,24.31,1864494695.0,1864494695.0,2.12,99.7554184743
688329,艾隆科技,24.65,2.11,14845.0,36125976.0,24.69,24.01,24.11,24.14,1902980000.0,1902980000.0,1.92,96.56
300929,华骐环保,12.59,1.12,27739.0,34617700.67,12.63,12.31,12.51,12.45,1663553916.0,1595749212.0,2.19,84.98
300013,新宁物流,3.76,1.08,95132.0,35577766.52,3.77,3.7,3.72,3.72,2099429441.0,1676815439.0,2.13,84.09
603879,永悦科技,5.46,1.68,78443.0,42511422.0,5.5,5.32,5.38,5.37,1962020642.0,1962020642.0,2.18,72.6540458622
002719,麦趣尔,8.36,0.12,47390.0,39456486.4,8.39,8.21,8.35,8.35,1455805861.0,1353158754.0,2.93,61.95
688096,京源环保,8.09,-0.98,52047.0,41939198.0,8.24,7.96,8.11,8.17,1909601566.0,1909601566.0,2.2,61.05
002910,庄园牧场,10.8,1.31,29888.0,32027845.0,10.8,10.51,10.66,10.66,2111824948.0,1847469060.0,1.75,59.08
688681,科汇股份,19.11,0.58,28007.0,53222175.0,19.19,18.79,19.08,19.0,2000243700.0,2000243700.0,2.68,53.71
688193,仁度生物,54.97,6.99,9642.0,51682708.0,55.0,50.55,51.1,51.38,2202640754.0,2202640754.0,2.41,50.15
000663,永安林业,6.43,1.26,64863.0,41431788.0,6.44,6.33,6.36,6.35,2164877663.0,1969516690.0,2.12,49.45
600119,长江投资,6.03,1.17,49724.0,29834561.0,6.06,5.92,5.96,5.96,2202580331.0,2202580331.0,1.36,47.854436936
600561,江西长运,6.77,1.65,100503.0,67372817.0,6.81,6.55,6.68,6.66,1925907936.0,1925907936.0,3.53,45.32
300556,丝路视觉,18.07,0.0,31387.0,56776024.51,18.27,17.86,18.04,18.07,2196685206.0,1960712437.0,2.89,43.36
688004,博汇科技,22.35,0.9,16442.0,36715280.0,22.57,21.93,22.04,22.15,1789966800.0,1789966800.0,2.05,41.4321729026
301167,建研设计,16.75,0.48,15649.0,26078482.6,16.8,16.46,16.66,16.67,1876000000.0,1188624739.0,2.21,39.36
300886,华业香料,29.57,1.93,19328.0,56841301.19,29.88,28.73,29.03,29.01,2211776860.0,1290621091.0,4.43,36.79
300923,研奥股份,27.8,0.69,12555.0,34807713.35,27.91,27.37,27.73,27.61,2185080000.0,2125824300.0,1.64,36.77
600455,博通股份,25.76,0.55,13797.0,35413672.0,25.78,25.4,25.69,25.62,1608918080.0,1608918080.0,2.21,36.43
002856,美芝股份,11.82,2.34,62145.0,72477219.22,12.01,11.4,11.45,11.55,1599397391.0,1464550516.0,5.02,26.79
600778,友好集团,6.43,0.63,46854.0,29998955.0,6.45,6.32,6.42,6.39,2002889393.0,2001111691.0,1.51,26.33
300640,德艺文创,7.11,2.01,65750.0,46106976.5,7.12,6.92,6.97,6.97,2211163266.0,1569526314.0,2.98,26.25
