代码,名称,最新价,涨跌幅,成交量,成交额,最高,最低,今开,昨收,总市值,流通市值,换手率,净利润同比增长率
300163,先锋新材,4.49,1.35,156367.0,69340436.75,4.49,4.4,4.43,4.43,2128260000.0,2050117127.0,3.42,820.39
300535,达威股份,19.35,0.31,27362.0,52719143.44,19.42,19.11,19.28,19.29,2070834349.0,1570466240.0,3.37,412.82
002828,贝肯能源,11.67,2.82,147289.0,170616614.3,11.74,11.4,11.4,11.35,2345525292.0,2345525292.0,7.33,411.49
605567,春雪食品,11.26,0.81,35923.0,40288076.0,11.33,11.11,11.23,11.17,2252000000.0,2252000000.0,1.8,383.98
002696,百洋股份,6.87,0.59,83158.0,56930579.0,6.9,6.81,6.83,6.83,2375331574.0,2296358767.0,2.49,366.36
002188,中天服务,7.19,1.27,104734.0,75204727.0,7.28,7.11,7.11,7.1,2351876782.0,1850440020.0,4.07,353.07
600778,友好集团,7.0,1.74,67164.0,46572612.0,7.0,6.86,6.9,6.88,2180439464.0,2178504174.0,2.16,316.27
688565,力源科技,13.39,1.13,26940.0,35819209.0,13.47,13.07,13.32,13.24,2004884700.0,2004884700.0,1.8,252.06
688193,仁度生物,58.16,0.0,0.0,0.0,0.0,0.0,0.0,58.16,2330463639.0,2330463639.0,0.0,229.1237030192
688329,艾隆科技,24.59,0.82,19432.0,47616214.0,24.75,24.21,24.39,24.39,1898348000.0,1898348000.0,2.52,185.5256539009
002486,嘉麟杰,2.9,-0.34,273071.0,79305257.71,2.93,2.88,2.9,2.91,2390420990.0,2379270200.0,3.33,142.47
688021,奥福科技,28.5,-0.28,33424.0,94838927.0,28.79,27.87,28.23,28.58,2177790935.0,2177790935.0,4.37,133.455466734
300169,天晟新材,6.56,0.31,68957.0,45219268.0,6.59,6.48,6.51,6.54,2138457270.0,1979386730.0,2.29,122.26
002524,光正眼科,4.49,0.45,95328.0,42711497.52,4.51,4.45,4.48,4.47,2313838767.0,2293261097.0,1.87,88.84
000702,正虹科技,7.01,0.72,57126.0,39921174.15,7.03,6.93,6.96,6.96,2429840885.0,1869108378.0,2.14,78.09
688121,卓然股份,6.48,0.0,0.0,0.0,0.0,0.0,0.0,6.48,1513818739.0,1313280002.0,0.0,74.55
300605,恒锋信息,13.64,1.19,42473.0,57726970.01,13.72,13.41,13.47,13.48,2252560914.0,1723858487.0,3.36,71.24
603879,永悦科技,6.03,0.0,82802.0,50087584.0,6.1,5.97,6.01,6.03,2166846973.0,2166846973.0,2.3,66.9054687697
301037,保立佳,16.97,1.43,26146.0,44287317.45,17.08,16.69,16.73,16.73,2359367711.0,1153922411.0,3.85,62.97
688189,南新制药,8.79,2.09,125029.0,110606611.0,9.07,8.66,8.66,8.61,2411976000.0,2411976000.0,4.56,60.4911036293
002910,庄园牧场,11.49,0.52,41981.0,47972203.0,11.51,11.34,11.48,11.43,2246747097.0,1965501806.0,2.45,55.24
688681,科汇股份,21.2,0.81,24628.0,51960080.0,21.33,20.79,21.03,21.03,2219004000.0,2219004000.0,2.35,53.71
688659,元琛科技,12.08,2.03,46452.0,55745960.0,12.18,11.65,11.65,11.84,1932800000.0,1932800000.0,2.9,49.64
603880,南卫股份,7.74,0.39,71204.0,55065860.0,7.81,7.62,7.71,7.71,2237185080.0,2237185080.0,2.46,46.66
600561,江西长运,7.07,0.57,45118.0,31902346.0,7.12,6.95,7.03,7.03,2011250976.0,2011250976.0,1.59,45.32
300640,德艺文创,7.8,-0.26,120314.0,93707043.5,7.91,7.73,7.78,7.82,2425748731.0,1721843214.0,5.45,41.84
688004,博汇科技,24.29,0.91,15463.0,37566546.0,24.48,24.08,24.08,24.07,1945337520.0,1945337520.0,1.93,41.4321729026
301167,建研设计,17.99,0.95,26424.0,47356196.12,18.05,17.71,17.85,17.82,2014880000.0,1276618451.0,3.72,39.36
600137,浪莎股份,24.1,3.66,51551.0,122995855.0,24.4,23.06,23.48,23.25,2342943871.0,2342943871.0,5.3,38.11
300886,华业香料,30.24,1.14,14738.0,44386100.6,30.29,29.82,29.95,29.9,2261891520.0,1319864112.0,3.38,36.79
