代码,名称,最新价,涨跌幅,成交量,成交额,最高,最低,今开,昨收,总市值,流通市值,换手率,净利润同比增长率
300886,华业香料,28.88,0.59,10332.0,29860896.4,29.4,28.58,29.1,28.71,2160166240.0,1260505144.0,2.37,659.83
300417,南华仪器,12.52,0.72,38202.0,47874269.0,12.9,12.31,12.75,12.43,1684731264.0,1096279220.0,4.36,455.96
001211,双枪科技,27.7,-0.43,14009.0,39025439.0,28.7,27.4,28.15,27.82,1994400000.0,1855805128.0,2.09,339.51
002494,华斯股份,5.39,0.19,125832.0,68085912.0,5.53,5.28,5.49,5.38,2033704770.0,1545692661.0,4.39,270.9
300334,津膜科技,7.4,0.14,51950.0,38549159.0,7.57,7.31,7.53,7.39,2235283634.0,2235020231.0,1.72,201.3
600476,湘邮科技,11.1,-1.77,49580.0,55246173.0,11.63,10.94,11.6,11.3,1787877000.0,1787877000.0,3.08,149.47
688681,科汇股份,18.68,2.08,21254.0,39697808.0,18.97,18.47,18.95,18.3,1955235600.0,1955235600.0,2.03,139.79
605567,春雪食品,11.04,-0.09,30576.0,33873264.0,11.24,10.97,11.23,11.05,2208000000.0,2208000000.0,1.53,123.5401466182
688793,倍轻松,24.08,2.77,34791.0,83199871.0,24.65,23.28,23.76,23.43,2069565690.0,2069565690.0,4.05,120.157530329
600561,江西长运,6.67,-0.45,55886.0,37232922.0,6.89,6.57,6.84,6.7,1897460256.0,1897460256.0,1.96,119.0252164023
603729,龙韵股份,17.25,0.0,25785.0,44591338.0,17.67,17.06,17.5,17.25,1610080500.0,1610080500.0,2.76,115.8978516535
300220,金运激光,14.05,1.37,20270.0,28468187.8,14.3,13.85,14.28,13.86,2124360000.0,2121821839.0,1.34,106.71
603779,威龙股份,6.34,0.48,55576.0,35262500.0,6.44,6.27,6.42,6.31,2105404660.0,2105404660.0,1.67,106.6151880872
300670,大烨智能,6.52,2.03,74511.0,48140393.94,6.64,6.37,6.52,6.39,2066321523.0,1465006354.0,3.32,105.49
688565,力源科技,13.27,0.84,22286.0,29491541.0,13.6,13.05,13.29,13.16,1986917100.0,1986917100.0,1.49,102.8903212347
600778,友好集团,6.5,0.0,70953.0,46055328.0,6.64,6.42,6.6,6.5,2024693788.0,2022896733.0,2.28,102.5042468731
300163,先锋新材,4.65,1.97,118254.0,54762850.84,4.7,4.58,4.65,4.56,2204100000.0,2110123300.0,2.61,90.26
688296,和达科技,13.99,1.23,16768.0,23387738.0,14.34,13.77,14.31,13.82,1509502253.0,1502430308.0,1.56,80.8982881098
603717,天域生物,6.92,2.67,56925.0,39094670.0,6.95,6.79,6.87,6.74,2007811981.0,2007811981.0,1.96,76.7441023133
002591,恒大高新,6.99,-0.29,101870.0,71363972.0,7.16,6.88,7.15,7.01,2098394393.0,1562352109.0,4.56,73.86
300500,启迪设计,11.05,2.6,42958.0,47170803.0,11.24,10.83,10.99,10.77,1922422302.0,1851957403.0,2.56,69.84
300169,天晟新材,6.13,-3.31,111885.0,69135179.0,6.46,6.08,6.45,6.34,1998284004.0,1849640344.0,3.71,63.4
300013,新宁物流,3.88,0.78,107345.0,41483825.0,3.95,3.83,3.91,3.85,2166432509.0,1730330826.0,2.41,53.44
300405,科隆股份,6.46,0.47,65571.0,42303448.0,6.62,6.35,6.59,6.43,1837047455.0,1413625644.0,3.0,50.28
301049,超越科技,22.35,1.31,13008.0,29009213.0,22.73,22.01,22.5,22.06,2106562015.0,957169124.0,3.04,42.13
688701,卓锦股份,9.4,1.84,28547.0,26604243.0,9.55,8.96,9.47,9.23,1262207297.0,1262207297.0,2.13,32.0
600303,曙光股份,3.27,-1.51,742641.0,245376540.0,3.46,3.21,3.35,3.32,2235385770.0,2209225770.0,10.99,27.4761000137
300717,华信新材,20.89,1.26,14157.0,29573864.0,21.37,20.58,21.21,20.63,2146969750.0,2127717526.0,1.39,23.46
301336,趣睡科技,51.85,1.75,8520.0,44008003.0,52.23,51.01,52.0,50.96,2074000000.0,1577810899.0,2.8,21.4
600455,博通股份,26.86,0.9,16305.0,43912674.0,27.82,26.53,27.35,26.62,1677621880.0,1677621880.0,2.61,15.68
